1775 3.718 0.744
1780 3.718 0.744
1785 3.718 0.744
1790 3.718 0.744
1795 3.717 0.743
1800 3.717 0.743
1805 3.717 0.743
1810 3.717 0.743
1815 3.717 0.743
1820 3.716 0.743
1825 3.716 0.743
1830 3.716 0.743
1835 3.715 0.743
1840 3.715 0.743
1845 3.714 0.743
1850 3.714 0.743
1855 3.714 0.743
1860 3.714 0.743
1865 3.713 0.743
1870 3.712 0.742
1875 3.712 0.742
1880 3.712 0.742
1885 3.712 0.742
1890 3.712 0.742
1895 3.711 0.742
1900 3.711 0.742
1905 3.710 0.742
1910 3.710 0.742
1915 3.710 0.742
1920 3.711 0.742
1925 3.711 0.742
1930 3.711 0.742
1935 3.711 0.742
1940 3.710 0.742
1945 3.709 0.742
1950 3.709 0.742
1955 3.708 0.742
1960 3.708 0.742
1965 3.707 0.741
1970 3.707 0.741
1975 3.707 0.741
1980 3.706 0.741
1985 3.705 0.741
1990 3.704 0.741
1995 3.703 0.741
2000 3.703 0.741
2005 3.702 0.740
2010 3.702 0.740
2015 3.702 0.740
2020 3.702 0.740
2025 3.701 0.740
2030 3.701 0.740
2035 3.701 0.740
2040 3.701 0.740
2045 3.701 0.740
2050 3.701 0.740
2055 3.700 0.740
2060 3.700 0.740
2065 3.700 0.740
2070 3.700 0.740
2075 3.700 0.740
2080 3.700 0.740
2085 3.699 0.740
2090 3.699 0.740
2095 3.699 0.740
2100 3.698 0.740
2105 3.698 0.740
2110 3.698 0.740
2115 3.698 0.740
2120 3.698 0.740
2125 3.698 0.740
2130 3.698 0.740
2135 3.697 0.739
2140 3.697 0.739
2145 3.696 0.739
2150 3.696 0.739
2155 3.695 0.739
2160 3.695 0.739
2165 3.695 0.739
2170 3.694 0.739
2175 3.694 0.739
2180 3.693 0.739
2185 3.692 0.738
2190 3.692 0.738
2195 3.692 0.738
2200 3.692 0.738
2205 3.691 0.738
2210 3.692 0.738
2215 3.691 0.738
2220 3.691 0.738
2225 3.690 0.738
2230 3.689 0.738
2235 3.689 0.738
2240 3.689 0.738
2245 3.689 0.738
2250 3.689 0.738
2255 3.689 0.738
2260 3.688 0.738
2265 3.688 0.738
2270 3.687 0.737
2275 3.686 0.737
2280 3.686 0.737
2285 3.686 0.737
2290 3.687 0.737
2295 3.687 0.737
2300 3.687 0.737
2305 3.686 0.737
2310 3.686 0.737
2315 3.686 0.737
2320 3.685 0.737
2325 3.685 0.737
2330 3.685 0.737
2335 3.684 0.737
2340 3.684 0.737
2345 3.684 0.737
2350 3.684 0.737
2355 3.683 0.737
2360 3.683 0.737
2365 3.683 0.737
2370 3.683 0.737
2375 3.682 0.736
2380 3.682 0.736
2385 3.682 0.736
2390 3.681 0.736
2395 3.681 0.736
2400 3.681 0.736
2405 3.681 0.736
2410 3.680 0.736
2415 3.680 0.736
2420 3.680 0.736
2425 3.680 0.736
2430 3.680 0.736
2435 3.680 0.736
2440 3.679 0.736
2445 3.679 0.736
2450 3.679 0.736
2455 3.678 0.736
2460 3.678 0.736
2465 3.678 0.736
2470 3.677 0.735
2475 3.677 0.735
2480 3.677 0.735
2485 3.676 0.735
2490 3.676 0.735
2495 3.675 0.735
2500 3.675 0.735
2505 3.675 0.735
2510 3.675 0.735
2515 3.674 0.735
2520 3.674 0.735
2525 3.674 0.735
2530 3.673 0.735
2535 3.673 0.735
2540 3.673 0.735
2545 3.672 0.734
2550 3.672 0.734
2555 3.672 0.734
2560 3.671 0.734
2565 3.671 0.734
2570 3.671 0.734
2575 3.671 0.734
2580 3.671 0.734
2585 3.670 0.734
2590 3.670 0.734
2595 3.669 0.734
2600 3.669 0.734
2605 3.668 0.734
2610 3.668 0.734
2615 3.667 0.733
2620 3.667 0.733
2625 3.667 0.733
2630 3.667 0.733
2635 3.666 0.733
2640 3.666 0.733
2645 3.666 0.733
2650 3.665 0.733
2655 3.665 0.733
2660 3.664 0.733
2665 3.664 0.733
2670 3.664 0.733
2675 3.664 0.733
2680 3.663 0.733
2685 3.664 0.733
2690 3.664 0.733
2695 3.664 0.733
2700 3.664 0.733
2705 3.663 0.733
2710 3.663 0.733
2715 3.662 0.732
2720 3.662 0.732
2725 3.662 0.732
2730 3.662 0.732
2735 3.661 0.732
2740 3.661 0.732
2745 3.660 0.732
2750 3.660 0.732
2755 3.659 0.732
2760 3.658 0.732
2765 3.658 0.732
2770 3.658 0.732
2775 3.657 0.731
2780 3.657 0.731
2785 3.657 0.731
2790 3.656 0.731
2795 3.656 0.731
2800 3.656 0.731
2805 3.655 0.731
2810 3.654 0.731
2815 3.655 0.731
2820 3.609 0.722
2825 3.658 0.732
2830 3.659 0.732
2835 3.658 0.732
2840 3.658 0.732
2845 3.658 0.732
2850 3.658 0.732
2855 3.658 0.732
2860 3.658 0.732
2865 3.657 0.731
2870 3.657 0.731
2875 3.657 0.731
2880 3.657 0.731
2885 3.657 0.731
2890 3.657 0.731
2895 3.656 0.731
2900 3.656 0.731
2905 3.656 0.731
2910 3.656 0.731
2915 3.656 0.731
2920 3.656 0.731
2925 3.656 0.731
2930 3.656 0.731
2935 3.656 0.731
2940 3.655 0.731
2945 3.655 0.731
2950 3.655 0.731
2955 3.654 0.731
2960 3.654 0.731
2965 3.654 0.731
2970 3.654 0.731
2975 3.653 0.731
2980 3.653 0.731
2985 3.652 0.730
2990 3.653 0.731
2995 3.652 0.730
3000 3.652 0.730
3005 3.651 0.730
3010 3.651 0.730
3015 3.651 0.730
3020 3.651 0.730
3025 3.650 0.730
3030 3.650 0.730
3035 3.647 0.729
3040 3.647 0.729
3045 3.659 0.732
3050 3.659 0.732
3055 3.658 0.732
3060 3.658 0.732
3065 3.658 0.732
3070 3.658 0.732
3075 3.658 0.732
3080 3.657 0.731
3085 3.657 0.731
3090 3.657 0.731
3095 3.657 0.731
3100 3.656 0.731
3105 3.656 0.731
3110 3.656 0.731
3115 3.656 0.731
3120 3.655 0.731
3125 3.655 0.731
3130 3.655 0.731
3135 3.654 0.731
3140 3.654 0.731
3145 3.654 0.731
3150 3.653 0.731
3155 3.653 0.731
3160 3.653 0.731
3165 3.652 0.730
3170 3.652 0.730
3175 3.652 0.730
3180 3.651 0.730
3185 3.651 0.730
3190 3.651 0.730
3195 3.650 0.730
3200 3.650 0.730
3205 3.650 0.730
3210 3.649 0.730
3215 3.649 0.730
3220 3.649 0.730
3225 3.648 0.730
3230 3.648 0.730
3235 3.648 0.730
3240 3.647 0.729
3245 3.647 0.729
3250 3.647 0.729
3255 3.646 0.729
3260 3.646 0.729
3265 3.646 0.729
3270 3.646 0.729
3275 3.645 0.729
3280 3.645 0.729
3285 3.645 0.729
3290 3.644 0.729
3295 3.644 0.729
3300 3.644 0.729
3305 3.643 0.729
3310 3.643 0.729
3315 3.643 0.729
3320 3.642 0.728
3325 3.642 0.728
3330 3.642 0.728
3335 3.641 0.728
3340 3.641 0.728
3345 3.641 0.728
3350 3.641 0.728
3355 3.640 0.728
3360 3.640 0.728
3365 3.640 0.728
3370 3.639 0.728
3375 3.639 0.728
3380 3.639 0.728
3385 3.638 0.728
3390 3.638 0.728
3395 3.638 0.728
3400 3.638 0.728
3405 3.637 0.727
3410 3.637 0.727
3415 3.636 0.727
3420 3.636 0.727
3425 3.636 0.727
3430 3.635 0.727
3435 3.635 0.727
3440 3.635 0.727
3445 3.634 0.727
3450 3.634 0.727
3455 3.634 0.727
3460 3.634 0.727
3465 3.633 0.727
3470 3.633 0.727
3475 3.632 0.726
3480 3.632 0.726
3485 3.632 0.726
3490 3.632 0.726
3495 3.631 0.726
3500 3.631 0.726
3505 3.631 0.726
3510 3.630 0.726
3515 3.630 0.726
3520 3.630 0.726
3525 3.629 0.726
3530 3.629 0.726
3535 3.629 0.726
3540 3.629 0.726
3545 3.628 0.726
3550 3.628 0.726
3555 3.628 0.726
3560 3.627 0.725
3565 3.627 0.725
3570 3.627 0.725
3575 3.626 0.725
3580 3.626 0.725
3585 3.626 0.725
3590 3.626 0.725
3595 3.625 0.725
3600 3.625 0.725
3605 3.625 0.725
3610 3.625 0.725
3615 3.624 0.725
3620 3.624 0.725
3625 3.624 0.725
3630 3.623 0.725
3635 3.623 0.725
3640 3.623 0.725
3645 3.622 0.724
3650 3.622 0.724
3655 3.622 0.724
3660 3.622 0.724
3665 3.621 0.724
3670 3.621 0.724
3675 3.621 0.724
3680 3.620 0.724
3685 3.620 0.724
3690 3.620 0.724
3695 3.620 0.724
3700 3.619 0.724
3705 3.619 0.724
3710 3.619 0.724
3715 3.618 0.724
3720 3.618 0.724
3725 3.618 0.724
3730 3.617 0.723
3735 3.617 0.723
3740 3.617 0.723
3745 3.616 0.723
3750 3.616 0.723
3755 3.616 0.723
3760 3.616 0.723
3765 3.615 0.723
3770 3.615 0.723
3775 3.614 0.723
3780 3.614 0.723
3785 3.614 0.723
3790 3.614 0.723
3795 3.614 0.723
3800 3.613 0.723
3805 3.613 0.723
3810 3.613 0.723
3815 3.612 0.722
3820 3.612 0.722
3825 3.612 0.722
3830 3.611 0.722
3835 3.611 0.722
3840 3.611 0.722
3845 3.611 0.722
3850 3.610 0.722
3855 3.610 0.722
3860 3.610 0.722
3865 3.610 0.722
3870 3.609 0.722
3875 3.609 0.722
3880 3.609 0.722
3885 3.608 0.722
3890 3.608 0.722
3895 3.608 0.722
3900 3.607 0.721
3905 3.607 0.721
3910 3.607 0.721
3915 3.607 0.721
3920 3.606 0.721
3925 3.606 0.721
3930 3.606 0.721
3935 3.606 0.721
3940 3.605 0.721
3945 3.605 0.721
3950 3.605 0.721
3955 3.604 0.721
3960 3.604 0.721
3965 3.604 0.721
3970 3.603 0.721
3975 3.603 0.721
3980 3.603 0.721
3985 3.602 0.720
3990 3.602 0.720
3995 3.602 0.720
4000 3.602 0.720
4005 3.602 0.720
4010 3.601 0.720
4015 3.601 0.720
4020 3.601 0.720
4025 3.600 0.720
4030 3.600 0.720
4035 3.600 0.720
4040 3.600 0.720
4045 3.599 0.720
4050 3.599 0.720
4055 3.599 0.720
4060 3.598 0.720
4065 3.598 0.720
4070 3.598 0.720
4075 3.598 0.720
4080 3.597 0.719
4085 3.597 0.719
4090 3.597 0.719
4095 3.596 0.719
4100 3.596 0.719
4105 3.596 0.719
4110 3.596 0.719
4115 3.595 0.719
4120 3.595 0.719
4125 3.595 0.719
4130 3.594 0.719
4135 3.594 0.719
4140 3.594 0.719
4145 3.594 0.719
4150 3.593 0.719
4155 3.593 0.719
4160 3.593 0.719
4165 3.593 0.719
4170 3.592 0.718
4175 3.592 0.718
4180 3.592 0.718
4185 3.591 0.718
4190 3.591 0.718
4195 3.591 0.718
4200 3.591 0.718
4205 3.590 0.718
4210 3.590 0.718
4215 3.590 0.718
4220 3.589 0.718
4225 3.589 0.718
4230 3.589 0.718
4235 3.589 0.718
4240 3.588 0.718
4245 3.588 0.718
4250 3.588 0.718
4255 3.588 0.718
4260 3.587 0.717
4265 3.587 0.717
4270 3.587 0.717
4275 3.587 0.717
4280 3.586 0.717
4285 3.586 0.717
4290 3.586 0.717
4295 3.585 0.717
4300 3.585 0.717
4305 3.585 0.717
4310 3.585 0.717
4315 3.584 0.717
4320 3.584 0.717
4325 3.584 0.717
4330 3.584 0.717
4335 3.583 0.717
4340 3.583 0.717
4345 3.583 0.717
4350 3.583 0.717
4355 3.582 0.716
4360 3.582 0.716
4365 3.582 0.716
4370 3.582 0.716
4375 3.581 0.716
4380 3.581 0.716
4385 3.581 0.716
4390 3.580 0.716
4395 3.580 0.716
4400 3.580 0.716
4405 3.580 0.716
4410 3.580 0.716
4415 3.579 0.716
4420 3.579 0.716
4425 3.579 0.716
4430 3.578 0.716
4435 3.578 0.716
4440 3.578 0.716
4445 3.577 0.715
4450 3.577 0.715
4455 3.577 0.715
4460 3.577 0.715
4465 3.577 0.715
4470 3.576 0.715
4475 3.576 0.715
4480 3.576 0.715
4485 3.576 0.715
4490 3.575 0.715
4495 3.575 0.715
4500 3.575 0.715
4505 3.574 0.715
4510 3.574 0.715
4515 3.574 0.715
4520 3.573 0.715
4525 3.573 0.715
4530 3.573 0.715
4535 3.573 0.715
4540 3.573 0.715
4545 3.572 0.714
4550 3.572 0.714
4555 3.572 0.714
4560 3.572 0.714
4565 3.571 0.714
4570 3.571 0.714
4575 3.571 0.714
4580 3.571 0.714
4585 3.571 0.714
4590 3.571 0.714
4595 3.570 0.714
4600 3.570 0.714
4605 3.570 0.714
4610 3.570 0.714
4615 3.570 0.714
4620 3.569 0.714
4625 3.569 0.714
4630 3.569 0.714
4635 3.569 0.714
4640 3.568 0.714
4645 3.568 0.714
4650 3.568 0.714
4655 3.568 0.714
4660 3.568 0.714
4665 3.567 0.713
4670 3.567 0.713
4675 3.567 0.713
4680 3.567 0.713
4685 3.566 0.713
4690 3.566 0.713
4695 3.566 0.713
4700 3.566 0.713
4705 3.566 0.713
4710 3.565 0.713
4715 3.565 0.713
4720 3.565 0.713
4725 3.564 0.713
4730 3.564 0.713
4735 3.564 0.713
4740 3.564 0.713
4745 3.564 0.713
4750 3.563 0.713
4755 3.563 0.713
4760 3.563 0.713
4765 3.563 0.713
4770 3.563 0.713
4775 3.562 0.712
4780 3.562 0.712
4785 3.562 0.712
4790 3.562 0.712
4795 3.562 0.712
4800 3.561 0.712
4805 3.561 0.712
4810 3.561 0.712
4815 3.560 0.712
4820 3.560 0.712
4825 3.560 0.712
4830 3.560 0.712
4835 3.560 0.712
4840 3.559 0.712
4845 3.559 0.712
4850 3.559 0.712
4855 3.558 0.712
4860 3.558 0.712
4865 3.558 0.712
4870 3.558 0.712
4875 3.558 0.712
4880 3.557 0.711
4885 3.557 0.711
4890 3.557 0.711
4895 3.557 0.711
4900 3.556 0.711
4905 3.556 0.711
4910 3.556 0.711
4915 3.556 0.711
4920 3.556 0.711
4925 3.555 0.711
4930 3.555 0.711
4935 3.555 0.711
4940 3.555 0.711
4945 3.555 0.711
4950 3.554 0.711
4955 3.554 0.711
4960 3.554 0.711
4965 3.554 0.711
4970 3.554 0.711
4975 3.553 0.711
4980 3.553 0.711
4985 3.553 0.711
4990 3.553 0.711
4995 3.552 0.710
5000 3.552 0.710
5005 3.552 0.710
5010 3.552 0.710
5015 3.552 0.710
5020 3.552 0.710
5025 3.551 0.710
5030 3.551 0.710
5035 3.551 0.710
5040 3.551 0.710
5045 3.550 0.710
5050 3.550 0.710
5055 3.550 0.710
5060 3.550 0.710
5065 3.550 0.710
5070 3.549 0.710
5075 3.549 0.710
5080 3.549 0.710
5085 3.549 0.710
5090 3.548 0.710
5095 3.548 0.710
5100 3.548 0.710
5105 3.548 0.710
5110 3.547 0.709
5115 3.547 0.709
5120 3.547 0.709
5125 3.547 0.709
5130 3.547 0.709
5135 3.546 0.709
5140 3.546 0.709
5145 3.546 0.709
5150 3.546 0.709
5155 3.545 0.709
5160 3.545 0.709
5165 3.545 0.709
5170 3.545 0.709
5175 3.544 0.709
5180 3.544 0.709
5185 3.544 0.709
5190 3.544 0.709
5195 3.543 0.709
5200 3.543 0.709
5205 3.543 0.709
5210 3.543 0.709
5215 3.543 0.709
5220 3.542 0.708
5225 3.542 0.708
5230 3.542 0.708
5235 3.542 0.708
5240 3.542 0.708
5245 3.541 0.708
5250 3.541 0.708
5255 3.541 0.708
5260 3.541 0.708
5265 3.541 0.708
5270 3.541 0.708
5275 3.540 0.708
5280 3.540 0.708
5285 3.540 0.708
5290 3.540 0.708
5295 3.540 0.708
5300 3.539 0.708
5305 3.539 0.708
5310 3.539 0.708
5315 3.539 0.708
5320 3.539 0.708
5325 3.538 0.708
5330 3.538 0.708
5335 3.538 0.708
5340 3.538 0.708
5345 3.538 0.708
5350 3.538 0.708
5355 3.538 0.708
5360 3.537 0.707
5365 3.537 0.707
5370 3.537 0.707
5375 3.537 0.707
5380 3.536 0.707
5385 3.536 0.707
5390 3.536 0.707
5395 3.536 0.707
5400 3.536 0.707
5405 3.535 0.707
5410 3.535 0.707
5415 3.535 0.707
5420 3.535 0.707
5425 3.534 0.707
5430 3.534 0.707
5435 3.534 0.707
5440 3.533 0.707
5445 3.533 0.707
5450 3.533 0.707
5455 3.533 0.707
5460 3.533 0.707
5465 3.533 0.707
5470 3.533 0.707
5475 3.533 0.707
5480 3.533 0.707
5485 3.532 0.706
5490 3.532 0.706
5495 3.532 0.706
5500 3.532 0.706
5505 3.532 0.706
5510 3.532 0.706
5515 3.531 0.706
5520 3.531 0.706
5525 3.531 0.706
5530 3.531 0.706
5535 3.531 0.706
5540 3.531 0.706
5545 3.531 0.706
5550 3.530 0.706
5555 3.530 0.706
5560 3.530 0.706
5565 3.530 0.706
5570 3.530 0.706
5575 3.530 0.706
5580 3.529 0.706
5585 3.529 0.706
5590 3.529 0.706
5595 3.529 0.706
5600 3.529 0.706
5605 3.529 0.706
5610 3.529 0.706
5615 3.529 0.706
5620 3.528 0.706
5625 3.528 0.706
5630 3.528 0.706
5635 3.528 0.706
5640 3.528 0.706
5645 3.527 0.705
5650 3.527 0.705
5655 3.527 0.705
5660 3.527 0.705
5665 3.527 0.705
5670 3.527 0.705
5675 3.526 0.705
5680 3.526 0.705
5685 3.526 0.705
5690 3.526 0.705
5695 3.526 0.705
5700 3.526 0.705
5705 3.526 0.705
5710 3.525 0.705
5715 3.525 0.705
5720 3.525 0.705
5725 3.525 0.705
5730 3.525 0.705
5735 3.525 0.705
5740 3.525 0.705
5745 3.525 0.705
5750 3.525 0.705
5755 3.524 0.705
5760 3.524 0.705
5765 3.524 0.705
5770 3.524 0.705
5775 3.524 0.705
5780 3.524 0.705
5785 3.524 0.705
5790 3.524 0.705
5795 3.523 0.705
5800 3.523 0.705
5805 3.523 0.705
5810 3.523 0.705
5815 3.523 0.705
5820 3.523 0.705
5825 3.523 0.705
5830 3.523 0.705
5835 3.522 0.704
5840 3.522 0.704
5845 3.522 0.704
5850 3.522 0.704
5855 3.522 0.704
5860 3.522 0.704
5865 3.521 0.704
5870 3.521 0.704
5875 3.521 0.704
5880 3.521 0.704
5885 3.521 0.704
5890 3.521 0.704
5895 3.521 0.704
5900 3.521 0.704
5905 3.520 0.704
5910 3.520 0.704
5915 3.520 0.704
5920 3.520 0.704
5925 3.520 0.704
5930 3.520 0.704
5935 3.519 0.704
5940 3.519 0.704
5945 3.519 0.704
5950 3.519 0.704
5955 3.519 0.704
5960 3.519 0.704
5965 3.518 0.704
5970 3.518 0.704
5975 3.518 0.704
5980 3.518 0.704
5985 3.518 0.704
5990 3.517 0.703
5995 3.517 0.703
6000 3.517 0.703
6005 3.517 0.703
6010 3.517 0.703
6015 3.517 0.703
6020 3.517 0.703
6025 3.516 0.703
6030 3.516 0.703
6035 3.516 0.703
6040 3.516 0.703
6045 3.516 0.703
6050 3.516 0.703
6055 3.516 0.703
6060 3.516 0.703
6065 3.516 0.703
6070 3.516 0.703
6075 3.515 0.703
6080 3.515 0.703
6085 3.515 0.703
6090 3.515 0.703
6095 3.515 0.703
6100 3.515 0.703
6105 3.515 0.703
6110 3.514 0.703
6115 3.514 0.703
6120 3.514 0.703
6125 3.514 0.703
6130 3.514 0.703
6135 3.514 0.703
6140 3.514 0.703
6145 3.513 0.703
6150 3.513 0.703
6155 3.513 0.703
6160 3.513 0.703
6165 3.513 0.703
6170 3.513 0.703
6175 3.513 0.703
6180 3.513 0.703
6185 3.512 0.702
6190 3.512 0.702
6195 3.512 0.702
6200 3.512 0.702
6205 3.512 0.702
6210 3.512 0.702
6215 3.512 0.702
6220 3.512 0.702
6225 3.511 0.702
6230 3.511 0.702
6235 3.511 0.702
6240 3.511 0.702
6245 3.511 0.702
6250 3.511 0.702
6255 3.510 0.702
6260 3.510 0.702
6265 3.510 0.702
6270 3.510 0.702
6275 3.510 0.702
6280 3.509 0.702
6285 3.509 0.702
6290 3.509 0.702
6295 3.509 0.702
6300 3.509 0.702
6305 3.509 0.702
6310 3.508 0.702
6315 3.508 0.702
6320 3.508 0.702
6325 3.508 0.702
6330 3.508 0.702
6335 3.508 0.702
6340 3.507 0.701
6345 3.507 0.701
6350 3.507 0.701
6355 3.507 0.701
6360 3.507 0.701
6365 3.507 0.701
6370 3.507 0.701
6375 3.506 0.701
6380 3.506 0.701
6385 3.506 0.701
6390 3.506 0.701
6395 3.506 0.701
6400 3.505 0.701
6405 3.505 0.701
6410 3.505 0.701
6415 3.505 0.701
6420 3.505 0.701
6425 3.505 0.701
6430 3.505 0.701
6435 3.504 0.701
6440 3.504 0.701
6445 3.504 0.701
